"STATION","NAME","DATE","DAPR","DASF","MDPR","MDSF","PGTM","PRCP","SNOW","SNWD","TMAX","TMIN","TOBS","WDFG","WSFG"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-07-06",,,,,,"0.70","0.0","0.0","89","68","74",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-07-07",,,,,,"0.60","0.0","0.0","89","70","73",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-07-08",,,,,,"0.37","0.0","0.0","78","65","65",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-07-09",,,,,,"0.12","0.0","0.0","74","65","68",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-07-10",,,,,,"0.10","0.0","0.0","82","63","63",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-07-11",,,,,,"0.04","0.0","0.0","76","61","66",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-07-12",,,,,,"0.00","0.0","0.0","80","61","68",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-07-13",,,,,,"0.00","0.0","0.0","83","62","71",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-07-14",,,,,,"0.00","0.0","0.0","85","65","74",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-07-15",,,,,,"1.36","0.0","0.0","87","68","68",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-07-16",,,,,,"0.00","0.0","0.0","82","62","71",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-07-17",,,,,,"0.77","0.0","0.0","87","67","68",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-07-18",,,,,,"0.00","0.0","0.0","73","62","62",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-07-19",,,,,,"0.00","0.0","0.0","83","57","69",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-07-20",,,,,,"1.28","0.0","0.0","87","67","72",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-07-21",,,,,,"0.25","0.0","0.0","83","66","66",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-07-22",,,,,,"0.00","0.0","0.0","73","64","64",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-07-23",,,,,,"0.00","0.0","0.0","75","60","60",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-07-24",,,,,,"0.00","0.0","0.0","79","57","66",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-07-25",,,,,,"0.00","0.0","0.0","83","62","74",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-07-26",,,,,,"0.00","0.0","0.0","84","69","77",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-07-27",,,,,,"0.20","0.0","0.0","82","67","67",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-07-28",,,,,,"0.21","0.0","0.0","75","60","60",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-07-29",,,,,,"0.00","0.0","0.0","81","57","69",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-07-30",,,,,,"0.00","0.0","0.0","82","62","72",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-07-31",,,,,,"0.00","0.0","0.0","86","67","73",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-08-01",,,,,,"0.57","0.0","0.0","88","66","67",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-08-02",,,,,,"0.00","0.0","0.0","85","64","69",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-08-03",,,,,,"0.15","0.0","0.0","82","65","65",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-08-04",,,,,,"0.00","0.0","0.0","77","64","66",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-08-05",,,,,,"0.00","0.0","0.0","80","63","72",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-08-06",,,,,,"0.05","0.0","0.0","83","69","70",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-08-07",,,,,,"0.00","0.0","0.0","81","68","71",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-08-08",,,,,,"0.01","0.0","0.0","78","67","67",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-08-09",,,,,,"0.10","0.0","0.0","77","64","67",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-08-10",,,,,,"0.00","0.0","0.0","82","63","70",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-08-11",,,,,,"0.31","0.0","0.0","76","63","69",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-08-12",,,,,,"0.00","0.0","0.0","76","68","69",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-08-13",,,,,,"0.00","0.0","0.0","81","68","72",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-08-14",,,,,,"0.01","0.0","0.0","85","71","78",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-08-15",,,,,,"0.00","0.0","0.0","90","73","79",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-08-16",,,,,,"0.00","0.0","0.0","92","74","74",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-08-17",,,,,,"0.00","0.0","0.0","84","73","74",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-08-18",,,,,,"0.00","0.0","0.0","84","68","71",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-08-19",,,,,,"0.00","0.0","0.0","83","65","72",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-08-20",,,,,,"0.00","0.0","0.0","90","67","79",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-08-21",,,,,,"0.00","0.0","0.0","97","75","79",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-08-22",,,,,,"0.00","0.0","0.0","80","68","68",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-08-23",,,,,,"0.00","0.0","0.0","80","64","70",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-08-24",,,,,,"0.00","0.0","0.0","87","65","78",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-08-25",,,,,,"0.00","0.0","0.0","94","72","78",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-08-26",,,,,,"0.08","0.0","0.0","92","74","80",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-08-27",,,,,,"0.00","0.0","0.0","86","69","69",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-08-28",,,,,,"0.00","0.0","0.0","93","68","80",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-08-29",,,,,,"0.51","0.0","0.0","80","70","70",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-08-30",,,,,,"0.00","0.0","0.0","73","66","69",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-08-31",,,,,,"0.46","0.0","0.0","70","62","62",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-09-01",,,,,,"0.95","0.0","0.0","66","62","65",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-09-02",,,,,,"0.00","0.0","0.0","72","63","65",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-09-03",,,,,,"0.00","0.0","0.0","82","61","65",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-09-04",,,,,,"0.00","0.0","0.0","72","59","61",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-09-05",,,,,,"0.00","0.0","0.0","73","53","60",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-09-06",,,,,,"0.00","0.0","0.0","80","54","68",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-09-07",,,,,,"0.00","0.0","0.0","85","61","72",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-09-08",,,,,,"0.00","0.0","0.0","82","66","71",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-09-09",,,,,,"0.00","0.0","0.0","81","67","70",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-09-10",,,,,,"0.00","0.0","0.0","82","65","73",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-09-11",,,,,,"0.00","0.0","0.0","84","68","70",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-09-12",,,,,,"0.05","0.0","0.0","82","64","72",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-09-13",,,,,,"0.01","0.0","0.0","86","70","76",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-09-14",,,,,,"0.66","0.0","0.0","75","61","62",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-09-15",,,,,,"0.00","0.0","0.0","75","56","59",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-09-16",,,,,,"0.00","0.0","0.0","83","57","65",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-09-17",,,,,,"0.00","0.0","0.0","82","61","67",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-09-18",,,,,,"0.00","0.0","0.0","80","61","65",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-09-19",,,,,,"0.00","0.0","0.0","68","53","54",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-09-20",,,,,,"0.00","0.0","0.0","70","46","57",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-09-21",,,,,,"0.10","0.0","0.0","77","53","64",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-09-22",,,,,,"0.32","0.0","0.0","69","54","54",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-09-23",,,,,,"0.00","0.0","0.0","69","48","59",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-09-24",,,,,,"0.11","0.0","0.0","70","54","54",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-09-25",,,,,,"0.00","0.0","0.0","61","47","50",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-09-26",,,,,,"0.57","0.0","0.0","65","49","52",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-09-27",,,,,,"0.00","0.0","0.0","63","48","50",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-09-28",,,,,,"0.02","0.0","0.0","59","46","46",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-09-29",,,,,,"0.00","0.0","0.0","58","42","49",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-09-30",,,,,,"0.00","0.0","0.0","56","42","42",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-10-01",,,,,,"0.00","0.0","0.0","54","36","37",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-10-02",,,,,,"0.00","0.0","0.0","53","32","41",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-10-03",,,,,,"0.29","0.0","0.0","54","40","49",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-10-04",,,,,,"0.00","0.0","0.0","59","41","49",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-10-05",,,,,,"0.00","0.0","0.0","59","45","49",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-10-06",,,,,,"0.00","0.0","0.0","62","43","51",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-10-07",,,,,,"0.00","0.0","0.0","80","49","62",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-10-08",,,,,,"0.00","0.0","0.0","80","54","63",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-10-09",,,,,,"0.00","0.0","0.0","73","58","60",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-10-10",,,,,,"0.00","0.0","0.0","76","54","65",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-10-11",,,,,,"0.04","0.0","0.0","78","57","57",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-10-12",,,,,,"0.00","0.0","0.0","69","49","53",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-10-13",,,,,,"0.00","0.0","0.0","73","48","60",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-10-14",,,,,,"1.00","0.0","0.0","60","49","49",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-10-15",,,,,,"0.00","0.0","0.0","62","42","53",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-10-16",,,,,,"0.00","0.0","0.0","55","40","40",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-10-17",,,,,,"0.00","0.0","0.0","58","36","45",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-10-18",,,,,,"0.00","0.0","0.0","69","43","58",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-10-19",,,,,,"0.00","0.0","0.0","65","53","54",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-10-20",,,,,,"0.00","0.0","0.0","85","53","66",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-10-21",,,,,,"0.00","0.0","0.0","67","50","52",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-10-22",,,,,,"0.00","0.0","0.0","56","43","49",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-10-23",,,,,,"0.00","0.0","0.0","55","45","48",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-10-24",,,,,,"0.15","0.0","0.0","61","43","52",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-10-25",,,,,,"0.41","0.0","0.0","57","47","47",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-10-26",,,,,,"0.00","0.0","0.0","46","36","37",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-10-27",,,,,,"0.01","0.0","0.0","43","36","43",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-10-28",,,,,,"0.06","0.0","0.0","55","42","42",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-10-29",,,,,,"0.03","0.0","0.0","49","40","46",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-10-30",,,,,,"0.00","0.0","0.0","71","42","66",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-10-31",,,,,,"0.00","0.0","0.0","67","50","50",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-11-01",,,,,,"0.05","0.0","0.0","51","48","50",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-11-02",,,,,,"1.20","0.0","0.0","58","50","51",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-11-03",,,,,,"0.72","0.0","0.0","54","49","54",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-11-04",,,,,,"0.61","0.0","0.0","69","50","50",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-11-05",,,,,,"0.00","0.0","0.0","50","39","40",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-11-06",,,,,,"0.00","0.0","0.0","46","33","33",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-11-07",,,,,,"0.00","0.0","0.0","44","28","28",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-11-08",,,,,,"0.00","0.0","0.0","36","24","33",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-11-09",,,,,,"0.00","0.0","0.0","41","27","33",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-11-10",,,,,,"0.01","0.0","0.0","53","31","51",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-11-11",,,,,,"0.01","0.0","0.0","57","49","50",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-11-12",,,,,,"0.00","0.0","0.0","62","35","35",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-11-13",,,,,,"0.00","0.0","0.0","40","30","31",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-11-14",,,,,,"0.00","0.0","0.0","50","27","41",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-11-15",,,,,,"0.03","0.0","0.0","43","39","43",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-11-16",,,,,,"0.07","0.0","0.0","49","43","45",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-11-17",,,,,,"0.30","0.0","0.0","55","40","54",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-11-18",,,,,,"2.23","0.0","0.0","62","50","50",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-11-19",,,,,,"0.00","0.0","0.0","58","38","43",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-11-20",,,,,,"0.00","0.0","0.0","65","39","53",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-11-21",,,,,,"0.00","0.0","0.0","53","43","47",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-11-22",,,,,,"0.00","0.0","0.0","62","47","47",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-11-23",,,,,,"1.07","0.0","0.0","66","31","31",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-11-24",,,,,,"0.00","0.0","0.0","31","21","27",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-11-25",,,,,,"0.00","0.0","0.0","40","26","36",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-11-26",,,,,,"0.00","0.0","0.0","48","33","40",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-11-27",,,,,,"0.02","0.0","0.0","45","38","38",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-11-28",,,,,,"0.00","0.2","0.0","38","28","30",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-11-29",,,,,,"0.00","0.0","0.0","37","25","37",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-11-30",,,,,,"0.00","0.0","0.0","54","37","39",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-12-01",,,,,,"0.00","0.0","0.0","42","30","30",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-12-02",,,,,,"0.00","0.0","0.0","37","25","35",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-12-03",,,,,,"0.00","0.0","0.0","40","31","33",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-12-04",,,,,,"0.30","0.0","0.0","39","33","35",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-12-05",,,,,,"0.53","0.0","0.0","42","34","34",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-12-06",,,,,,"0.00","0.0","0.0","38","30","34",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-12-07",,,,,,"0.00","0.0","0.0","40","29","37",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-12-08",,,,,,"0.00","0.0","0.0","45","36","42",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-12-09",,,,,,"0.35","0.0","0.0","50","41","50",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-12-10",,,,,,"0.45","0.0","0.0","55","30","30",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-12-11",,,,,,"0.00","0.0","0.0","30","15","15",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-12-12",,,,,,"0.00","0.0","0.0","26","12","19",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-12-13",,,,,,"0.02","0.5","1.0","30","19","27",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-12-14",,,,,,"0.02","0.4","1.0","31","26","26",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-12-15",,,,,,"0.00","0.0","0.0","38","24","37",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-12-16",,,,,,"0.04","0.0","0.0","42","24","24",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-12-17",,,,,,"0.01","0.4","0.0","26","19","20",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-12-18",,,,,,"0.00","0.1","0.0","28","20","28",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-12-19",,,,,,"0.00","0.0","0.0","31","19","19",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-12-20",,,,,,"0.00","0.0","0.0","31","13","26",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-12-21",,,,,,"0.00","0.0","0.0","47","26","42",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-12-22",,,,,,"0.04","0.0","0.0","45","37","37",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-12-23",,,,,,"0.06","1.0","1.0","38","27","27",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-12-24",,,,,,"0.01","0.2","1.0","27","19","20",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-12-25",,,,,,"0.00","0.0","1.0","37","18","26",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-12-26",,,,,,"0.00","0.0","0.0","43","22","35",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-12-27",,,,,,"0.00","0.0","0.0","49","33","49",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-12-28",,,,,,"0.20","0.0","0.0","49","42","48",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-12-29",,,,,,"0.00","0.0","0.0","48","30","30",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-12-30",,,,,,"0.00","0.0","0.0","41","26","40",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2003-12-31",,,,,,"0.00","0.0","0.0","42","29","30",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2004-01-01",,,,,,"0.00","0.0","0.0","50","28","49",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2004-01-02",,,,,,"0.01","0.0","0.0","61","41","54",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2004-01-03",,,,,,"0.01","0.1","0.0","54","32","32",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2004-01-04",,,,,,"0.54","6.1","6.0","34","29","30",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2004-01-05",,,,,,"0.03","0.3","6.0","31","5","5",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2004-01-06",,,,,,"0.00","0.0","5.0","10","-2","10",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2004-01-07",,,,,,"0.00","0.0","5.0","24","6","23",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2004-01-08",,,,,,"0.00","0.0","4.0","31","23","28",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2004-01-09",,,,,,"0.00","0.2","3.0","28","19","20",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2004-01-10",,,,,,"0.00","0.0","3.0","27","19","27",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2004-01-11",,,,,,"0.00","0.0","2.0","40","27","40",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2004-01-12",,,,,,"0.00","0.0","1.0","40","31","31",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2004-01-13",,,,,,"0.00","0.0","1.0","33","27","28",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2004-01-14",,,,,,"0.00","0.0","1.0","36","21","21",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2004-01-15",,,,,,"0.00","0.0","1.0","25","15","25",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2004-01-16",,,,,,"0.00","0.0","0.0","28","25","28",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2004-01-17",,,,,,"0.11","0.0","0.0","34","28","30",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2004-01-18",,,,,,"0.00","0.0","0.0","30","7","7",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2004-01-19",,,,,,"0.00","0.0","0.0","19","5","13",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2004-01-20",,,,,,"0.00","0.0","0.0","22","12","15",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2004-01-21",,,,,,"0.00","0.0","0.0","38","14","23",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2004-01-22",,,,,,"0.00","0.0","0.0","23","5","7",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2004-01-23",,,,,,"0.06","0.9","1.0","26","7","23",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2004-01-24",,,,,,"0.02","0.7","2.0","23","15","18",,
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2004-01-25",,,,,,"0.02","0.5","2.0","22","14","20",,
