"STATION","NAME","DATE","AWND","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WDFG","WSFG"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1973-02-14",," 0930","0.00","0.0","0.0",,"78","70","  135","26.4"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1973-02-15",," 1400","1.03","0.0","0.0",,"83","64","  270","23.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1973-02-16",," 1154","0.00","0.0","0.0",,"71","53","  315","21.9"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1973-02-17",," 1100","0.00","0.0","0.0",,"66","45","  360","20.8"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1973-02-18",," 1312","0.00","0.0","0.0",,"68","55","   45","21.9"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1973-02-19",," 2054","0.30","0.0","0.0",,"64","62","  360","20.8"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1973-02-20",," 1706","0.00","0.0","0.0",,"73","55","  315","20.8"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1973-02-21",," 1054","0.00","0.0","0.0",,"72","47","  315","26.4"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1973-02-22",," 1024","0.00","0.0","0.0",,"71","46","  315","21.9"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1973-02-23",," 1206","0.00","0.0","0.0",,"65","51","  315","16.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1973-02-24",," 1342","0.00","0.0","0.0",,"73","56","   45","18.3"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1973-02-25",," 2218","0.09","0.0","0.0",,"73","67","   90","20.8"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1973-02-26",," 0348","0.13","0.0","0.0",,"80","68","  135","17.2"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1973-02-27",," 1124","0.00","0.0","0.0",,"74","59","  315","21.9"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1973-02-28",," 1624","0.00","0.0","0.0",,"77","57","   45","23.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1973-03-01",," 1100","0.00","0.0","0.0",,"77","69","   45","24.2"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1973-03-02",," 1048","0.00","0.0","0.0",,"77","68","  135","20.8"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1973-03-03",," 1418","0.00","0.0","0.0",,"80","61","   90","20.8"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1973-03-04",," 0954","0.00","0.0","0.0",,"79","70","  135","19.5"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1973-03-05",," 1218","0.00","0.0","0.0",,"81","71","   90","17.2"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1973-03-06",," 1242","0.00","0.0","0.0",,"82","74","   90","17.2"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1973-03-07",," 0900","0.01","0.0","0.0",,"82","74","  135","17.2"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1973-03-08",," 1036","0.00","0.0","0.0",,"82","74","  135","20.8"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1973-03-09",," 1312","0.00","0.0","0.0",,"82","76","  135","21.9"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1973-03-10",," 1248","0.00","0.0","0.0",,"82","74","  135","23.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1973-03-11",," 0906","0.00","0.0","0.0",,"83","76","  135","23.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1973-03-12",," 0954","0.00","0.0","0.0",,"84","75","   90","18.3"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1973-03-13",," 1412","0.00","0.0","0.0",,"83","70","   90","17.2"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1973-03-14",," 1348","0.00","0.0","0.0",,"82","76","  135","25.3"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1973-03-15",," 1248","0.00","0.0","0.0",,"82","76","  135","25.3"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1973-03-16",," 0012","0.05","0.0","0.0",,"84","76","  135","27.5"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1973-03-17",," 1054","0.39","0.0","0.0",,"81","59","  180","33.3"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1973-03-18",," 0936","0.00","0.0","0.0",,"75","55","  360","23.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1973-03-19",," 1624","0.00","0.0","0.0",,"78","53","   90","19.5"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1973-03-20",," 1300","0.00","0.0","0.0",,"80","59","  180","20.8"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1973-03-21",," 1436","0.43","0.0","0.0",,"79","69","  225","33.3"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1973-03-22",," 0200","0.00","0.0","0.0",,"77","59","  315","24.2"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1973-03-23",," 1006","0.00","0.0","0.0",,"75","62","   45","25.3"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1973-03-24",," 2218","0.00","0.0","0.0",,"76","69","   90","28.9"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1973-03-25",," 1554","0.00","0.0","0.0",,"79","72","  135","31.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1973-03-26",," 0712","0.88","0.0","0.0",,"84","65","  180","32.2"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1973-03-27",," 1418","0.00","0.0","0.0",,"80","63","  270","34.4"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1973-03-28",," 2300","0.00","0.0","0.0",,"77","69","   90","21.9"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1973-03-29",," 1518","0.00","0.0","0.0",,"78","73","  135","26.4"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1973-03-30",," 1106","0.00","0.0","0.0",,"80","74","  135","24.2"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1973-03-31",," 1406","0.00","0.0","0.0",,"81","74","  135","27.5"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1973-04-01",," 1612","0.00","0.0","0.0",,"83","75","  180","24.2"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1973-04-02",," 0936","0.00","0.0","0.0",,"81","75","  315","18.3"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1973-04-03",," 0842","0.00","0.0","0.0",,"85","75","  180","26.4"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1973-04-04",," 1606","0.00","0.0","0.0",,"88","77","  225","32.2"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1973-04-05",," 0742","0.00","0.0","0.0",,"82","71","  315","21.9"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1973-04-06",," 2318","0.00","0.0","0.0",,"81","64","   90","23.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1973-04-07",," 1442","0.00","0.0","0.0",,"85","75","  180","31.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1973-04-08",," 1042","0.00","0.0","0.0",,"87","75","  225","31.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1973-04-09",," 1348","0.00","0.0","0.0",,"89","68","  225","26.4"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1973-04-10",," 1330","0.00","0.0","0.0",,"80","61","  315","24.2"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1973-04-11",," 0806","0.00","0.0","0.0",,"77","54","  360","24.2"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1973-04-12",," 1306","0.00","0.0","0.0",,"77","54","   45","19.5"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1973-04-13",," 1354","0.00","0.0","0.0",,"81","60","   45","17.2"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1973-04-14",," 2100","0.40","0.0","0.0",,"81","67","   45","30.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1973-04-15",," 1142","0.14","0.0","0.0",,"77","71","   90","30.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1973-04-16",," 2312","0.00","0.0","0.0",,"79","72","   90","31.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1973-04-17",," 2218","0.00","0.0","0.0",,"81","73","   90","38.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1973-04-18",," 1342","0.00","0.0","0.0",,"80","73","   90","30.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1973-04-19",," 2100","0.01","0.0","0.0",,"79","73","   90","25.3"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1973-04-20",," 1506","0.01","0.0","0.0",,"82","72","   90","27.5"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1973-04-21",," 1042","0.00","0.0","0.0",,"81","74","   45","30.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1973-04-22",," 0936","0.00","0.0","0.0",,"80","74","   90","31.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1973-04-23",," 0900","0.00","0.0","0.0",,"79","72","  135","24.2"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1973-04-24",," 1248","0.00","0.0","0.0",,"82","70","  135","20.8"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1973-04-25",," 1054","0.00","0.0","0.0",,"82","74","  135","24.2"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1973-04-26",," 1054","0.00","0.0","0.0",,"86","75","  180","24.2"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1973-04-27",," 1206","1.68","0.0","0.0",,"86","71","  225","31.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1973-04-28",," 1142","0.00","0.0","0.0",,"77","62","  315","23.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1973-04-29",," 1206","0.00","0.0","0.0",,"78","60","   45","26.4"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1973-04-30",," 1206","0.00","0.0","0.0",,"79","71","   45","26.4"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1973-05-01",," 1400","0.00","0.0","0.0",,"79","73","   90","26.4"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1973-05-02",," 1148","0.00","0.0","0.0",,"82","73","   90","26.4"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1973-05-03",," 1342","0.00","0.0","0.0",,"80","73","   90","21.9"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1973-05-04",," 1812","0.08","0.0","0.0",,"84","72","  315","23.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1973-05-05",," 1718","0.00","0.0","0.0",,"81","66","   90","21.9"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1973-05-06",," 1336","0.00","0.0","0.0",,"81","74","   90","23.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1973-05-07",," 1042","0.00","0.0","0.0",,"82","74","   90","26.4"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1973-05-08",," 1124","0.00","0.0","0.0",,"83","77","   90","27.5"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1973-05-09",," 2254","0.30","0.0","0.0",,"86","74","  315","30.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1973-05-10",," 1636","0.00","0.0","0.0",,"91","72","  270","28.9"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1973-05-11",," 1548","0.00","0.0","0.0",,"87","71","   90","18.3"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1973-05-12",," 1436","0.00","0.0","0.0",,"89","72","  135","18.3"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1973-05-13",," 1654","0.00","0.0","0.0",,"87","73","  135","20.8"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1973-05-14",," 1154","0.01","0.0","0.0",,"87","75","   90","19.5"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1973-05-15",," 1518","0.15","0.0","0.0",,"88","74","  135","26.4"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1973-05-16",," 1348","0.00","0.0","0.0",,"85","71","  315","20.8"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1973-05-17",," 0842","0.00","0.0","0.0",,"83","66","  360","20.8"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1973-05-18",," 1600","0.00","0.0","0.0",,"84","63","  135","20.8"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1973-05-19",," 1506","0.00","0.0","0.0",,"84","70","  135","17.2"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1973-05-20",," 1206","0.00","0.0","0.0",,"85","67","  135","20.8"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1973-05-21",," 1754","0.00","0.0","0.0",,"86","70","  135","15.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1973-05-22",," 1900","0.00","0.0","0.0",,"86","72","  135","16.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1973-05-23",," 1500","0.00","0.0","0.0",,"87","73","  135","21.9"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1973-05-24",," 1254","0.20","0.0","0.0",,"87","75","  180","24.2"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1973-05-25",," 1442","0.10","0.0","0.0",,"88","76","  180","31.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1973-05-26",," 1706","0.14","0.0","0.0",,"90","77","  180","20.8"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1973-05-27",," 1312","0.10","0.0","0.0",,"88","79","  135","20.8"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1973-05-28",," 1142","0.00","0.0","0.0",,"90","83","  135","19.5"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1973-05-29",," 1330","0.00","0.0","0.0",,"90","83","  135","24.2"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1973-05-30",," 1936","0.00","0.0","0.0",,"90","78","  315","27.5"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1973-05-31",," 1418","0.00","0.0","0.0",,"90","79","   90","21.9"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1973-06-01",," 1318","0.00","0.0","0.0",,"88","79","   45","23.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1973-06-02",," 1118","0.00","0.0","0.0",,"87","78","   90","23.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1973-06-03",," 1730","0.06","0.0","0.0",,"87","78","   90","28.9"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1973-06-04",," 1318","0.62","0.0","0.0",,"84","77","   90","26.4"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1973-06-05",," 0948","0.02","0.0","0.0",,"88","79","   90","23.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1973-06-06",," 1600","0.00","0.0","0.0",,"88","79","   90","26.4"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1973-06-07",," 1354","1.57","0.0","0.0",,"81","72","   45","26.4"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1973-06-08",," 1706","0.00","0.0","0.0",,"87","71","  135","23.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1973-06-09",," 1254","0.45","0.0","0.0",,"85","78","  135","21.9"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1973-06-10",," 1318","0.00","0.0","0.0",,"86","77","   90","20.8"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1973-06-11",," 1800","0.00","0.0","0.0",,"86","77","   90","23.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1973-06-12",," 1642","0.00","0.0","0.0",,"87","80","   90","21.9"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1973-06-13",," 0800","0.55","0.0","0.0",,"87","76","   90","23.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1973-06-14",," 1530","0.33","0.0","0.0",,"88","77","  270","18.3"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1973-06-15",," 1548","0.00","0.0","0.0",,"88","75","  315","32.2"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1973-06-16",," 1548","0.02","0.0","0.0",,"90","73","  135","17.2"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1973-06-17",," 1512","0.38","0.0","0.0",,"89","73","  225","33.3"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1973-06-18",," 1200","0.04","0.0","0.0",,"87","74","   90","24.2"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1973-06-19",," 1300","0.07","0.0","0.0",,"88","74","   90","30.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1973-06-20",," 0324","0.93","0.0","0.0",,"87","75","   45","31.1"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1973-06-21",," 0254","0.48","0.0","0.0",,"85","74","   90","17.2"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1973-06-22",," 1354","0.10","0.0","0.0",,"88","76","  270","26.4"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1973-06-23",,,"0.00","0.0","0.0",,"87","76",,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1973-06-24",," 1236","0.00","0.0","0.0",,"86","76","  180","13.9"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1973-06-25",," 1348","2.49","0.0","0.0",,"89","73","  135","19.5"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1973-06-26",," 1630","0.00","0.0","0.0",,"87","75","  135","21.9"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1973-06-27",," 1236","0.15","0.0","0.0",,"87","76","  225","27.5"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1973-06-28",," 1342","0.35","0.0","0.0",,"80","75","  180","20.8"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1973-06-29",," 1830","0.14","0.0","0.0",,"87","77","  180","23.0"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1973-06-30",," 1300","0.18","0.0","0.0",,"87","76","  225","20.8"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1973-07-01",," 1654","0.00","0.0","0.0",,"89","75","   90","17.2"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1973-07-02",," 1430","1.18","0.0","0.0",,"87","72","  360","42.5"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1973-07-03",," 0918","0.17","0.0","0.0",,"86","73","   45","19.5"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1973-07-04",," 1106","0.00","0.0","0.0",,"85","76","   90","18.3"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1973-07-05",," 1348","0.09","0.0","0.0",,"86","74","  180","18.3"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1973-07-06",," 1148","0.00","0.0","0.0",,"87","76","  180","20.8"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1973-07-07",," 1942","0.00","0.0","0.0",,"89","76","  270","18.3"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1973-07-08",," 1424","0.00","0.0","0.0",,"90","74","  180","27.5"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1973-07-09",," 1830","0.00","0.0","0.0",,"89","72","  270","18.3"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1973-07-10",," 1218","0.85","0.0","0.0",,"88","75","  180","24.2"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1973-07-11",," 1318","0.60","0.0","0.0",,"86","75","  225","34.4"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1973-07-12",," 1618","0.50","0.0","0.0",,"90","78","  270","34.4"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1973-07-13",," 1006","1.06","0.0","0.0",,"89","75","  135","44.7"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1973-07-14",," 1524","0.00","0.0","0.0",,"89","76","  270","19.5"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1973-07-15",," 0912","0.37","0.0","0.0",,"88","77","  135","21.9"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1973-07-16",," 1554","0.00","0.0","0.0",,"89","76","  270","24.2"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","1973-07-17",," 1712","0.00","0.0","0.0",,"90","76","   90","18.3"
