EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
5561762,NEW YORK CO.,COUNTYWIDE,01/12/1996,1800,Flood, , ,0,0,0,0,NY,EST, ,2040554,C,61,OKX,0,0, , , , , , , , ,COUNTYWIDE,01/12/1996,2100, , , , ,"","",13
5561932,NEW YORK (MANHATTAN) (ZONE), ,01/19/1996,900,High Wind, , ,0,0,0,0,NY,EST, ,2040567,Z,72,OKX,0,0, , , , , , , , , ,01/19/1996,1400, , , , ,"","",14
5561964,NEW YORK (MANHATTAN) (ZONE), ,01/19/1996,1200,Flood, , ,0,0,0,0,NY,EST, ,2040573,Z,72,OKX,0,0, , , , , , , , , ,01/20/1996,1400, , , , ,"","",15
5562153,NEW YORK (MANHATTAN) (ZONE), ,01/27/1996,800,High Wind, , ,0,0,0,0,NY,EST, ,2040590,Z,72,OKX,0,0, , , , , , , , , ,01/27/1996,1900, , , , ,"","",16
5562352,NEW YORK (MANHATTAN) (ZONE), ,02/03/1996,0,Heavy Snow, , ,0,0,0,0,NY,EST, ,2040606,Z,72,OKX,0,0, , , , , , , , , ,02/03/1996,800, , , , ,"","A low pressure system moved north along the Atlantic Coast and produced heavy snow across the area.  The snow became very heavy after midnight.  Accumulations ranged from 7 to 10 inches.",17
5562380,NEW YORK (MANHATTAN) (ZONE), ,02/16/1996,1800,Heavy Snow, , ,0,0,0,0,NY,EST, ,2040609,Z,72,OKX,0,0, , , , , , , , , ,02/17/1996,600, , , , ,"","A low pressure system moved north along the Atlantic Coast and produced heavy snow across the region.  The snow became very heavy during the evening and overnight periods.  Accumulations ranged from 6 to 12 inches.",18
5559412,NEW YORK (MANHATTAN) (ZONE), ,02/25/1996,1000,High Wind, , ,0,0,0,0,NY,EST, ,2040612,Z,72,OKX,0,0, , , , , , , , , ,02/25/1996,1800, , , , ,"","An intense storm over Maine produced high winds across the area.  Winds gusted from 50 to nearly 70 MPH and caused numerous trees and power lines to fall.  In Brooklyn, a person was killed after being struck by a fallen tree.  On the New York State Thruway near Harriman, a motorist was injured when a tree fell on the car.",19
5560171,NEW YORK (MANHATTAN) (ZONE), ,03/07/1996,840,Winter Storm, , ,0,0,0,0,NY,EST, ,2040918,Z,72,OKX,0,0, , , , , , , , , ,03/08/1996,1300, , , , ,"","Two low pressure systems developed off the coast.  The first low developed off the U.S. Southeast Coast during Thursday morning and moved northeast.  The second low developed off the Mid-Atlantic Coast Thursday evening and moved east of the area Friday afternoon.The first system produced a significant accumulation of freezing rain and sleet.  Significant accumulations of ice caused power lines to fall, tree branches to snap off, and crippled mass transit.The second system produced a significant accumulation of sleet and snow.  Total snowfall accumulations ranged from 3 to 6 inches.",20
5560182,NEW YORK (MANHATTAN) (ZONE), ,03/19/1996,1400,High Wind, , ,0,0,0,0,NY,EST, ,2040921,Z,72,OKX,0,0, , , , , , , , , ,03/19/1996,2300, , , , ,"","A strong low pressure system over the Southern Appalachians early Tuesday moved slowly east-northeast off the DELMARVA Coast early Wednesday.It produced high winds across the area.  Although winds gusted from 50 to 60 MPH across most areas, the highest wind gust measured was 79 MPH at Fire Island.High winds downed numerous trees and power lines.  The roof of the Cedarhurst Post Office in Nassau County was blown off.",21
5579857,NEW YORK CO.,COUNTYWIDE,04/16/1996,400,Flood, , ,0,0,0,0,NY,EST, ,1028090,C,61,OKX,0,0, , , , , , , , ,COUNTYWIDE,04/16/1996,1600, , , , ,"","",22
5580384,NEW YORK CO.,COUNTYWIDE,06/03/1996,630,Flood, , ,0,0,0,0,NY,EST, ,2054105,C,61,OKX,0,0, , , , , , , , ,COUNTYWIDE,06/03/1996,1830, , , , ,"","",23
5583752,NEW YORK CO.,NEW YORK,07/08/1996,1829,Flash Flood, , ,0,0,0,0,NY,EST, ,1031702,C,61,OKX,0,0, , , , , , , , ,NEW YORK,07/08/1996,1829, , , , ,"","Clusters of strong thunderstorms developed in a moist unstable airmass ahead of a slow moving cold front.As thunderstorms moved east southeast at speeds averaging 20 MPH, they produced high winds, large hail and torrential rain.Trees were knocked down and a building collapsed at the intersection of Jersey and Front Streets in Port Jervis of Orange County.  In addition to the 1 inch diameter hail report from Stony Point, 3/4  inch diameter hail was also reported in Pomona in Rockland County.  Winds that gusted to 75  MPH downed trees in Ossining in Westchester County.  Serious flooding was reported along the Saw Mill River Parkway in Westchester County and across Southern New York County.  A huge maple tree was downed about 1/2 mile north of the Sayville train station in Suffolk County.",24
5584168,NEW YORK CO.,COUNTYWIDE,09/16/1996,1700,Heavy Rain, , ,0,0,0,0,NY,EST, ,2057040,C,61,OKX,0,0, , , , , , , , ,COUNTYWIDE,09/18/1996,1900, , , , ,"","The remnants of Pacific Hurricane Fausto moved from Mexico northeast and reformed into a large coastal storm off the DelMarVa Coast on Tuesdaymorning, September 17th.  It moved slowly northeast and passed east of Cape Cod MA during Wednesday afternoon.This storm produced heavy rain, strong gusty winds, and minor to locally moderate coastal flooding.Rainfall amounts ranged from 2 to 4 inches over New York City, Long Island, and the Lower Hudson Valley.  Heavy rain caused street and poor drainage flooding along with significant within bank rises of local area rivers.  Here are selected rainfall amounts:o  For New York City:  from 2.16 inches at JFK Airport to 2.42 inches at Central Park.o  For Long Island:  from 2.94 inches at East Quogue to 4.27 inches at Bridgehampton.o  For the Lower Hudson Valley:  from 2.36 inches at West Nyack to 4.84 inches at Westchester County Airport.Winds that gusted from 40 to 50 MPH during Tuesday, September 17th caused tree limbs and branches to fall.  High winds also caused scattered poweroutages.Persistent strong east winds during Tuesday, September 17th (from 8 am to 4 pm) caused tides to average 2 to 3 feet above normal.  This caused mainlyminor coastal flooding along the western shores of Long Island Sound.",25
5584543,NEW YORK CO.,COUNTYWIDE,10/08/1996,1100,Heavy Rain, , ,0,0,0,0,NY,EST, ,2057092,C,61,OKX,0,0, , , , , , , , ,COUNTYWIDE,10/09/1996,100, , , , ,"","The remnants of Tropical Storm Josephine moved rapidly northeast, off the Atlantic County Airport in Westhampton Beach.",26
5583878,NEW YORK (MANHATTAN) (ZONE), ,10/19/1996,1000,Strong Wind, , ,0,0,0,0,NY,EST, ,2057105,Z,72,OKX,0,0, , , , , , , , , ,10/19/1996,2100, , , , ,"","Rockland County:  45 mph at West Nyack.",27
5583769,NEW YORK (MANHATTAN) (ZONE), ,10/19/1996,1100,Coastal Flood, , ,0,0,2500000,0,NY,EST, ,2057101,Z,72,OKX,0,0, , , , , , , , , ,10/19/1996,1500, , , , ,"","The five boroughs of New York City, Nassau, and Suffolk Counties were declared Presidential Disaster Areas.",28
5582282,NEW YORK CO.,NEW YORK,10/19/1996,1410,Flash Flood, , ,0,0,0,0,NY,EST, ,2057098,C,61,OKX,0,0, , , , , , , , ,NEW YORK,10/19/1996,1530, , , , ,"","On Friday October 18th, a strong low pressure system developed on a cold front over the DelMarVa Peninsula.  With a high pressure system in place across Northern New England, the low slowly intensified and moved slowly off the Southern New Jersey Coast during Saturday October 19th.The increasing difference in pressures caused strong and gusty east winds, which also transported abundant moisture from the Atlantic Ocean across the region.  Heavy flood producing rains along with minor to major coastal flooding occurred.Rain began during the early morning on the 19th and ended shortly after midnight on the 20th.  Three to five inches of rain fell, with isolated higher amounts.Heavy rain caused serious widespread street and poor drainage flooding:  Rte. 218 between Cornwall and Highland Falls (Orange County) was closed due to flooding.  In Westchester County, flooding caused the closures of the Hutchinson River Parkway between Wolfs Lane and East 3rd Street and the Bronx River Parkway between Sprain Brook Parkway and Scarsdale Road.  Serious street flooding was reported on many other roads including South Street (around the South Street Seaport) in Manhattan,  the Belt Parkway in Kings County and the Long Island Expressway along Nassau and Suffolk Counties.Heavy rain also caused river flooding:  The Mahwah River at Suffern was above its' 4 foot  flood stage from 8:30 pm on the 19th through 6:30 pm on the 20th.  Its' crest stage was 5.22 feet at 4:30 am on the 20th.In Queens, while a plane was landing in heavy rain and strong gusty winds, it hit some approach lights on the side of the runway.  After that, the nosegear collapsed and it started to skid and came to a stop at the east end of the airport.  Four of 63 people on Delta Flight 554 suffered minor injuries while they evacuated the plane.  Flushing and Springfield Gardens, two low-lying areas with inadequate drainage systems were particularly hit hard by heavy rains.  Serious flooding of basements and first floors caused damaged to 226 homes in Flushing and 70 homes in Springfield Gardens.  Numerous cars were also damaged in flood waters.Here are selected rainfall amounts for:New York City:  from 3.10 inches at Kennedy Airport to 4.78 inches in Northeast Flushing.  At Central Park, 4.35 inches was measured, which set a new daily record.",29
5582279,NEW YORK CO.,COUNTYWIDE,10/19/1996,1540,Flash Flood, , ,0,0,0,0,NY,EST, ,2057098,C,61,OKX,0,0, , , , , , , , ,COUNTYWIDE,10/19/1996,2000, , , , ,"","d.",30
5583886,NEW YORK CO.,COUNTYWIDE,11/26/1996,200,Heavy Rain, , ,0,0,0,0,NY,EST, ,2057106,C,61,OKX,0,0, , , , , , , , ,COUNTYWIDE,11/26/1996,1130, , , , ,"","",32
5582431,NEW YORK (MANHATTAN) (ZONE), ,12/06/1996,400,Coastal Flood, , ,0,0,0,0,NY,EST, ,2057114,Z,72,OKX,0,0, , , , , , , , , ,12/06/1996,1400, , , , ,"","at West Islip.",33
5582575,NEW YORK (MANHATTAN) (ZONE), ,12/07/1996,1700,Coastal Flood, , ,0,0,0,0,NY,EST, ,2057118,Z,72,OKX,0,0, , , , , , , , , ,12/08/1996,800, , , , ,""," Rockland County.",34
5582598,NEW YORK (MANHATTAN) (ZONE), ,12/13/1996,1000,Coastal Flood, , ,0,0,0,0,NY,EST, ,2057122,Z,72,OKX,0,0, , , , , , , , , ,12/13/1996,1300, , , , ,"",".",35
5610903,NEW YORK (MANHATTAN) (ZONE), ,02/27/1997,800,Dense Fog, , ,1,10,0,0,NY,EST, ,2067364,Z,72,OKX,0,0, , , , , , , , , ,02/27/1997,800, , , , ,"","1 death.",36
5610922,NEW YORK (MANHATTAN) (ZONE), ,03/06/1997,800,High Wind,50, ,0,2,0,0,NY,EST, ,2067368,Z,72,OKX,0,0, , , , , , , , , ,03/06/1997,1022, , , , ,"","Ossining.",37
5610943,NEW YORK (MANHATTAN) (ZONE), ,03/31/1997,600,Coastal Flood, , ,0,0,0,0,NY,EST, ,2067372,Z,72,OKX,0,0, , , , , , , , , ,03/31/1997,2359, , , , ,"","New Rochelle.",38
5610129,NEW YORK CO.,NEW YORK,05/06/1997,1235,Thunderstorm Wind,50, ,0,0,0,0,NY,EST, ,2067379,C,61,OKX,0,0, , , , , , , , ,NEW YORK,05/06/1997,1235,40.73,-74,40.73,-74,"","power lines.",39
5610134,NEW YORK CO.,NEW YORK,05/06/1997,1321,Thunderstorm Wind,50, ,0,0,0,0,NY,EST, ,2067379,C,61,OKX,0,0, , , , , , , , ,NEW YORK,05/06/1997,1321,40.73,-74,40.73,-74,"","A line of severe thunderstorms raced across the area early Tuesday afternoon.   that downed trees and power lines.",40
5610445,NEW YORK CO.,COUNTYWIDE,07/24/1997,100,Heavy Rain, , ,0,0,0,0,NY,EST, ,2067403,C,61,OKX,0,0, , , , , , , , ,COUNTYWIDE,07/25/1997,1100, , , , ,"","Suffolk County:  1.32 inches at Rocky Point.",41
5610590,NEW YORK CO.,CENTRAL PARK,08/16/1997,1633,Thunderstorm Wind,50, ,0,0,0,0,NY,EST, ,2067414,C,61,OKX,0,0, , , , , , , , ,CENTRAL PARK,08/16/1997,1633,40.78,-73.95,40.78,-73.95,"","A line of severe thunderstorms moved rapidly east across the area.  Thunderstorms produced high winds that downed numerous trees and powerlines.  In addition to causing property damage, thunderstorms were directly responsible for the cause of 1 death and 6 injuries.In Orange County, high winds downed trees in Warwick and Middletown.  A 63 mph peak wind gust was recorded at Stewart Airport.In Rockland County, high winds downed numerous trees and power lines across the entire county.In Manhattan, a roof blew off and landed on train tracks at the 125th Street Broadway Subway Station.  A 58 mph peak wind gust was measured at Central Park.Across Westchester County, high winds downed numerous trees in Yorktown Heights and across several other locations countywide.In the Bronx, high winds downed a tree that crushed and killed a woman and seriously injured her two children.In Nassau County, high winds overturned a boat in Oyster Bay.  A man and woman fell overboard.  The man was injured, but later rescued.  Unfortunately, the woman was accidently run-over by a power boat and later died.  A 58 mph wind gust was reported in North Massapequa.  High winds downed numerous trees and powerlines in Garden City.Over Suffolk County,  a 60 mph wind gust was reported in North Babylon and a 65 mph gust was reported in Babylon.",42
5610693,NEW YORK CO.,COUNTYWIDE,08/20/1997,1300,Heavy Rain, , ,0,0,0,0,NY,EST, ,1045949,C,61,OKX,0,0, , , , , , , , ,COUNTYWIDE,08/21/1997,500, , , , ,"","
A low pressure system developed over the lower Midwest on Wednesday, August 20th.  As it moved slowly east-northeast, it intensified.  It passed just south of Long Island during Thursday morning.

The low produced heavy rain and strong gusty winds.

Here are selected rainfall amounts for:

New York City:  3.10 inches at Kennedy Airport in Queens and Graves End in Kings County.
                             1.21 inches at Central Park in Manhattan.
                             1.11 inches at LaGuardia Airport in Queens.
                      
Nassau County:  3.36 inches at Lynbrook and 2.88 inches at North Massapequa.

Suffolk County:  1.63 inches at Islip Airport, 1.56 inches at Bridgehampton, and 1.14 inches at the NWS Upton Office.

East to southeast winds averaged 15 to 25 mph with gusts over 30 mph.",43
5623568,NEW YORK (MANHATTAN) (ZONE), ,11/01/1997,1500,Strong Wind, , ,0,0,0,0,NY,EST, ,2071917,Z,72,OKX,0,0, , , , , , , , , ,11/01/1997,1500, , , , ,"","
A coastal storm developed off the Carolina Coast during Saturday morning, November 1st.  It moved north and passed over the Delaware Coast around 3 pm and over the local area during the evening.

The storm brought strong gusty winds and  rain to the area.

East winds increased to 20 to 30 mph with gusts from 40 to around 50 mph during the afternoon.  The highest wind gusts were 55 mph at Fire Island and 51 mph at Orient Point (Suffolk County) and 47 mph at JFK Airport (Queens County). 

Strong gusty winds combined with rain and downed scattered tree limbs, trees, and power lines.  

Rainfall amounts ranged from 0.67 inches at LaGuardia Airport  (Queens County) to 1.70 inches at Westhampton (Suffolk County).",44
5623600,NEW YORK CO.,COUNTYWIDE,11/07/1997,1900,Heavy Rain, , ,0,0,0,0,NY,EST, ,1050809,C,61,OKX,0,0, , , , , , , , ,COUNTYWIDE,11/09/1997,1700, , , , ,"","With a strong high pressure system extending from north of New England southwest across the Great Lakes, a low pressure system formed off the Southeast Coast during Thursday, November 6th.  The low slowly intensified as it moved very slowly north off the Mid-Atlantic Coast Friday and Saturday.  It did not pass north of the area until Sunday, November 9th.The heaviest rain fell during Saturday morning and afternoon on November 8th.  Generally 1 to 2 inches of rain fell across the area.  However, specific amounts ranged from 0.66 inches at Bridgehampton (Suffolk County) to 2.65 inches at Montgomery (Orange County). Minor flooding of low-lying poor drainage areas occurred where leafs clogged drains.Northeast gales developed over the coastal waters after 7 am Friday, November 7th and lasted until around 8 am on Saturday, November 8th.  Seas peaked at 12 to 15 feet from 10 am on Friday through 10 am on Saturday.Northeast winds gusted from 30 to 40 mph.  The highest peak gust was 44 mph at LaGuardia Airport on Friday, November 7th and 47 mph on Saturday, November 8th.",45
5623630,NEW YORK (MANHATTAN) (ZONE), ,11/27/1997,1100,Strong Wind, , ,0,4,0,0,NY,EST, ,2071928,Z,72,OKX,0,0, , , , , , , , , ,11/27/1997,1100, , , , ,"","Strong and gusty northwest winds developed early Thanksgiving morning (after 2 am).  They developed in response to a low pressure system that intensified rapidly as it moved east of the Maine Coast and a high pressure system building toward the area.Northwest winds that averaged 25 to 35 mph with gusts around 50 mph caused balloon handlers to lose control of the Cat In The Hat Balloon in the Macy's Thanksgiving Day Parade.  The balloon collided with and caused the top of a lightpole to fall on 4 spectators, causing 1 serious and 3 less-serious injuries at 72nd Street and Central Park West.Strong gusty winds also caused scattered tree limbs to fall, downing power lines, and caused scattered power outages throughout the area.",46
5637271,NEW YORK CO.,COUNTYWIDE,01/23/1998,1730,Flood, , ,0,0,0,0,NY,EST, ,1058345,C,61,OKX,0,0, , , , , , , , ,COUNTYWIDE,01/24/1998,500, , , , ,"","With a weak low pressure system moving east across the Ohio Valley and a strong High sliding slowly southeast over Maine, a strong east wind flow developed across the region early Friday morning, January 23rd.  As the High moved southeast, the low over Ohio weakened as another low formed over the Southeast U.S.  This second low rapidly intensified as it moved northeast, passing over New York City (NYC)  late Friday evening.  With abundant moisture available, heavy precipitation, mainly heavy rain along with strong gusty winds occurred from Friday afternoon through early Saturday morning.Precipitation began in the form of snow flurries from 4 am to 7 am.  It quickly changed to sleet then rain before noon.  As the low moved toward NYC, heavy showers and thunderstorms formed and spread north across the region.  Heavy rainfall from 2 to just over 4 inches resulted in widespread flooding of low-lying and poor drainage areas.Here are selected rainfall amounts:o  For NYC, from 2.62 inches at LaGuardia Airport to 2.88 inches in Brooklyn.  At Central Park, 2.64 inches fell, which set a new daily record.o  For Nassau County, from 2.67 inches at Wantagh-Cedar Creek to 4.06 inches at Mineola.o  For Suffolk County, from 2.85 inches at Middle Island to 4.07 inches at Hauppauge.",47
5636889,NEW YORK (MANHATTAN) (ZONE), ,02/04/1998,2250,High Wind,50, ,0,1,0,0,NY,EST, ,1058525,Z,72,OKX,0,0, , , , , , , , , ,02/04/1998,2250, , , , ,"","A Nor'Easter produced strong and gusty northeast winds that caused bricks to blow off a building in the upper-west side of Manhattan.  High winds also downed a large tree that took down power lines in the town of Greenburgh.",48
5637028,NEW YORK CO.,COUNTYWIDE,03/09/1998,100,Flood, , ,0,0,0,0,NY,EST, ,2075309,C,61,OKX,0,0, , , , , , , , ,COUNTYWIDE,03/09/1998,700, , , , ,"","Two low pressure systems formed along a front over the Southeast U.S.  One low formed over the Western Gulf of Mexico and another formed off the Southeast U.S. Coast.  As both lows moved north-northeast, they intensified.  A strong moist east wind flow developed ahead of the approaching strong warm front.This system produced widespread heavy rainfall including thunderstorms that caused widespread urban and small stream flooding across the region.  Many low-lying and poor drainage areas, including streets were flooded throughout the area.  For example, significant street flooding occurred on Wellwood Ave. in North Lindenhurst (Nassau County) and on Riverside Ave. in Amityville (Suffolk County).  Rainfall began around noon on March 8th and became heavy producing flooding by the times indicated above.This system also produced strong wind gusts from 40 to 50 mph that in combination with the heavy rain caused some tree limbs to fall along with scattered power outages.Here are selected rainfall amounts:o  For Rockland County, from 1.44 inches at Suffern to 2.38 inches at Nanuet.o  For New York City, from 2.30 inches at Central Park to 2.73 inches at LaGuardia Airport.  For March 9th at Central Park, a new daily rainfall record was set.  The new record is 1.82 inches and the old record was 1.70 inches (1983).o  For Nassau County, from 2.62 inches at Levitown to 3.04 inches at Sea Cliff.o  For Suffolk County, from 3.21 inches at Bridgehampton  to 4.49 inches at the NWS Office at Upton.",49
5636619,NEW YORK CO.,COUNTYWIDE,04/09/1998,2045,Thunderstorm Wind,50, ,1,0,0,0,NY,EST, ,2075378,C,61,OKX,0,0, , , , , , , , ,COUNTYWIDE,04/09/1998,2045,40.78,-73.97,40.78,-73.97,"","As a low pressure system developed rapidly off the Virginia Coast and moved northeast, it produced heavy rain and scattered thunderstorms.  High winds associated with thunderstorms downed trees and electrical cables in Grymes Hills, Midland Beach and South Beach in Staten Island.  They also caused a brick facade to blow off from a building in Lower Manhattan.  Unfortunately, the bricks fell on a woman passing in front of the building and killed her.  Peak wind gusts of 51 mph were measured at both Central Park and LaGuardia Airport.  Rainfall amounts generally ranged from 1 1/2 to 2 1/2 inches.",50
5659620,NEW YORK CO.,COUNTYWIDE,05/09/1998,100,Heavy Rain, , ,0,0,0,0,NY,EST, ,2081606,C,61,OKX,0,0,AWOS,ASOS,MESONET,ETC, , , , , , , ,COUNTYWIDE,05/10/1998,2230, , , , ,"","A slow moving storm moved south and east of the Mid-Atlantic Coast from Friday, May 8th through Monday, May 11th.easurable rain developed across the region during Friday, May 8th.  Rain was occasionally heavy during both Saturday, May 9th and Sunday, May 10th and ended on Monday, May 11th.Heavy rain caused urban flooding of streets, poor drainage and lo-lying areas.  Rainfall amounts generally ranged from 2 .50 to 5.50 inches.  Here are selected rainfall amounts for:o  New York City - from 3.22 inches at JFK Airport to 4.22 inches at Central Park.o  Long Island - from 4.22 inches at the NWS Office in Upton to 5.31 inches at Mt. Sinai in Suffolk County.o  Orange County - 3.79 inches was reported at Sterling Forest.o  Rockland County - 2.92 inches was reported at Suffern.o  Westchester County - 3.20 inches was reported at White Plains.Additionally, mostly minor coastal flooding was reported along the south shore of Long Island during high tides from Saturday, May 9th through Monday, May 11th.  Up to 8 inches of water inundated Woodcleft Ave. in Freeport (Nassau County) and several streets along the Fire Island Pines.",51
5659730,NEW YORK CO.,NEW YORK,05/20/1998,1730,Hail,1.50, ,0,0,0,0,NY,EST, ,1065436,C,61,OKX,0,0,TRAINED SPOTTER, , , , , , , ,NEW YORK,05/20/1998,1730,40.73,-74,40.73,-74,"","
Severe thunderstorms formed in a warm, moist, and unstable airmass ahead of an approaching cold front.  They produced damaging hail up to 1.75-inches in diameter in Cold Springs, on Canal Street in New York City, and in Franklin Square.  Other thunderstorms produced hail less than 0.75-inch in diameter in Kings County (Brooklyn) and in Wheatly Heights (Suffolk County).  In addition, thunderstorms caused localized street and poor drainage flooding in lower Manhattan.",52
5658659,NEW YORK CO.,COUNTYWIDE,06/13/1998,900,Heavy Rain, , ,0,0,0,0,NY,EST, ,2082399,C,61,OKX,0,0,AWOS,ASOS,MESONET,ETC, , , , , , , ,COUNTYWIDE,06/14/1998,1800, , , , ,"","A low pressure system over the Great Lakes on Saturday, June 13th moved southeast and redeveloped just south of New York City Sunday morning, June 14th.  It then moved east of the area during Sunday.Rain began across the area at the start of midnight on Friday, June 12th and didn't end until just before midnight on Monday.  There were two to three bursts of heavy rain during this 3 day period, which saw rainfall amounts from 2 to just over 7 inches across the region.  On Saturday, one of these heavy rain bursts, which was associated with a line of thunderstorms, caused widespread flash flooding of streets, low-lying and poor drainage areas, and basements across the region (except for Rockland County).3.10 inches was measured.",53
5658643,NEW YORK CO.,COUNTYWIDE,06/13/1998,1120,Flash Flood, , ,0,0,0,0,NY,EST, ,2082396,C,61,OKX,0,0,TRAINED SPOTTER, , , , , , , ,COUNTYWIDE,06/13/1998,1120, , , , ,"","Preceded by a steady light to occasionally moderate rainfall, a line of thunderstorms developed and moved east over the area.  Thunderstorms produced torrential flash flooding rains and frequent lightning.Torrential rains resulted in widespread serious flooding of streets, poor drainage and low-lying areas, home basements, and small streams.  Lightning struck many homes and ignited fires that damaged them.In Suffolk County,  rivers of moving water formed rapidly on streets.  In Lindenhurst, waves were actually visible on Sunrise Highway.  Up to 3 feet of water also inundated streets in Babylon on Sunrise Highway.    In Mastic, water rapidly flowed from Montauk highway into a residential area and flooded basements and first floors of houses.  In Westchester County, small streams overflowed their banks and caused serious street flooding from Scarsdale to Mamaroneck.levision antenna and travelled to the attic where it ignited a fire at Zophar Mills Road in Wading River.",54
5660638,NEW YORK CO.,COUNTYWIDE,08/17/1998,1400,Flash Flood, , ,0,0,0,0,NY,EST, ,2083240,C,61,OKX,0,0,TRAINED SPOTTER, , , , , , , ,COUNTYWIDE,08/17/1998,1400, , , , ,"","nches of rain fell and at Central Park, 2.38 inches was measured.",55
5669622,NEW YORK CO.,NEW YORK,09/07/1998,1340,Thunderstorm Wind,52, ,0,0,0,0,NY,EST, ,2149216,C,61,OKX,0,0,TRAINED SPOTTER, , , , , , , ,NEW YORK,09/07/1998,1340,40.73,-74,40.73,-74,""," Fort Salonga Road.   The following peak wind gusts were reported:  72 mph in Babylon and 65 mph in Fire Island.",56
5696065,NEW YORK CO.,COUNTYWIDE,01/03/1999,1100,Heavy Rain, , ,0,0,0,0,NY,EST, ,1502938,C,61,OKX,0,0,TRAINED SPOTTER, , , , , , , ,COUNTYWIDE,01/03/1999,1100, , , , ,"","tree limbs fell mainly from Nassau County east across Central Suffolk County.",57
